"state_abbr","state_fips","county_fips","county_name","tract_code","stcotr_fips","stpl_fips","city_name","metric_name","metric_number","group_name","group_number","num","denom","est","lci","uci","data_yr_type","geo_level","date_export","version","Suggested Citation"
WI,55,009,Brown County,000303,55009000303,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,000401,55009000401,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,000402,55009000402,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,000500,55009000500,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,000600,55009000600,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,000700,55009000700,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,000800,55009000800,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,000900,55009000900,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,001000,55009001000,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,001100,55009001100,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,001200,55009001200,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,001300,55009001300,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,001400,55009001400,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,001600,55009001600,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,001701,55009001701,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,001702,55009001702,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,001801,55009001801,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.5,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,001802,55009001802,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.5,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,002001,55009002001,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,002002,55009002002,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,002003,55009002003,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,020100,55009020100,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.3,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,020502,55009020502,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.5,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,020704,55009020704,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,021302,55009021302,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,021303,55009021303,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,940001,55009940001,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,940002,55009940002,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,940003,55009940003,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,009,Brown County,940004,55009940004,5531000,Green Bay,Air pollution - particulate matter,2,total population,1,-999,-999,7.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,000100,55105000100,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,000200,55105000200,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,000300,55105000300,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,000400,55105000400,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,000500,55105000500,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,000600,55105000600,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,000700,55105000700,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,000800,55105000800,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,000900,55105000900,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,001000,55105001000,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,001100,55105001100,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,001201,55105001201,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,001202,55105001202,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,001302,55105001302,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,001303,55105001303,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,001304,55105001304,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,105,Rock County,001400,55105001400,5537825,Janesville,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,000100,55059000100,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,000300,55059000300,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,000400,55059000400,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,000500,55059000500,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,000601,55059000601,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,000602,55059000602,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,000700,55059000700,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,000800,55059000800,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,000900,55059000900,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,001000,55059001000,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,001100,55059001100,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,001200,55059001200,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,001300,55059001300,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,001400,55059001400,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,001500,55059001500,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,001600,55059001600,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,001700,55059001700,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,001800,55059001800,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,001900,55059001900,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,002000,55059002000,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,002100,55059002100,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,002200,55059002200,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,002300,55059002300,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,002400,55059002400,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,002500,55059002500,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,002601,55059002601,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,002602,55059002602,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.8,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,002700,55059002700,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.9,-999,-999,2016,tract,2021-02-24,11,
WI,55,059,Kenosha County,002800,55059002800,5539225,Kenosha,Air pollution - particulate matter,2,total population,1,-999,-999,8.9,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,000100,55063000100,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,000200,55063000200,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,000300,55063000300,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,000400,55063000400,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,000500,55063000500,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,000600,55063000600,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,000700,55063000700,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,000800,55063000800,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,000900,55063000900,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,001000,55063001000,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,001101,55063001101,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,001102,55063001102,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,001200,55063001200,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,010202,55063010202,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,6.9,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,010300,55063010300,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,010401,55063010401,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,010500,55063010500,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,010600,55063010600,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,063,La Crosse County,010700,55063010700,5540775,La Crosse,Air pollution - particulate matter,2,total population,1,-999,-999,7,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000100,55025000100,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.4,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000201,55025000201,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.4,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000202,55025000202,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.4,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000204,55025000204,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.4,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000205,55025000205,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.4,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000300,55025000300,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000401,55025000401,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000402,55025000402,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000405,55025000405,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.4,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000406,55025000406,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.3,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000407,55025000407,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.4,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000408,55025000408,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.4,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000501,55025000501,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.4,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000503,55025000503,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.4,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000504,55025000504,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.3,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000600,55025000600,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000700,55025000700,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000800,55025000800,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000901,55025000901,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,000902,55025000902,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,001000,55025001000,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,001101,55025001101,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2016,tract,2021-02-24,11,
WI,55,025,Dane County,001102,55025001102,5548000,Madison,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,2016,tract,2021-02-24,11,
