"state_abbr","state_fips","place_fips","stpl_fips","city_name","metric_name","group_name","metric_number","group_number","num","denom","est","lci","uci","county_indicator","educ_indicator","multiplier_indicator","data_yr_type","geo_level","date_export","version","NOTE - NCHS Disclaimer","Suggested Citation"
WI,55,85300,5585300,West Allis,Absenteeism,other,1,8,93,250,37.2,-999,-999,-999,-999,-999,2015-2016,city,2021-02-25,11,,
WI,55,02375,5502375,Appleton,Air pollution - particulate matter,total population,2,1,-999,-999,8,-999,-999,-999,-999,-999,2016,city,2021-02-25,11,,
WI,55,22300,5522300,Eau Claire,Air pollution - particulate matter,total population,2,1,-999,-999,6.8,-999,-999,-999,-999,-999,2016,city,2021-02-25,11,,
WI,55,31000,5531000,Green Bay,Air pollution - particulate matter,total population,2,1,-999,-999,7.6,-999,-999,-999,-999,-999,2016,city,2021-02-25,11,,
WI,55,37825,5537825,Janesville,Air pollution - particulate matter,total population,2,1,-999,-999,8.6,-999,-999,-999,-999,-999,2016,city,2021-02-25,11,,
WI,55,39225,5539225,Kenosha,Air pollution - particulate matter,total population,2,1,-999,-999,8.8,-999,-999,-999,-999,-999,2016,city,2021-02-25,11,,
WI,55,40775,5540775,La Crosse,Air pollution - particulate matter,total population,2,1,-999,-999,7,-999,-999,-999,-999,-999,2016,city,2021-02-25,11,,
WI,55,48000,5548000,Madison,Air pollution - particulate matter,total population,2,1,-999,-999,8.5,-999,-999,-999,-999,-999,2016,city,2021-02-25,11,,
WI,55,53000,5553000,Milwaukee,Air pollution - particulate matter,total population,2,1,-999,-999,8.9,-999,-999,-999,-999,-999,2016,city,2021-02-25,11,,
WI,55,60500,5560500,Oshkosh,Air pollution - particulate matter,total population,2,1,-999,-999,8.1,-999,-999,-999,-999,-999,2016,city,2021-02-25,11,,
WI,55,66000,5566000,Racine,Air pollution - particulate matter,total population,2,1,-999,-999,8.8,-999,-999,-999,-999,-999,2016,city,2021-02-25,11,,
WI,55,84250,5584250,Waukesha,Air pollution - particulate matter,total population,2,1,-999,-999,9,-999,-999,-999,-999,-999,2016,city,2021-02-25,11,,
WI,55,85300,5585300,West Allis,Air pollution - particulate matter,total population,2,1,-999,-999,9.1,-999,-999,-999,-999,-999,2016,city,2021-02-25,11,,
WI,55,02375,5502375,Appleton,Binge drinking,total population,3,1,-999,-999,27.7,27.5,27.9,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-02-25,11,,
WI,55,22300,5522300,Eau Claire,Binge drinking,total population,3,1,-999,-999,25.7,25.3,26.1,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-02-25,11,,
WI,55,31000,5531000,Green Bay,Binge drinking,total population,3,1,-999,-999,25.8,25.6,26,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-02-25,11,,
WI,55,37825,5537825,Janesville,Binge drinking,total population,3,1,-999,-999,23.5,23.2,23.8,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-02-25,11,,
WI,55,39225,5539225,Kenosha,Binge drinking,total population,3,1,-999,-999,24.6,24.4,24.8,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-02-25,11,,
WI,55,40775,5540775,La Crosse,Binge drinking,total population,3,1,-999,-999,24.8,24.3,25.3,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-02-25,11,,
WI,55,48000,5548000,Madison,Binge drinking,total population,3,1,-999,-999,26.9,26.7,27.1,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-02-25,11,,
WI,55,53000,5553000,Milwaukee,Binge drinking,total population,3,1,-999,-999,23.5,23.5,23.5,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-02-25,11,,
WI,55,60500,5560500,Oshkosh,Binge drinking,total population,3,1,-999,-999,25.8,25.4,26.2,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-02-25,11,,
WI,55,66000,5566000,Racine,Binge drinking,total population,3,1,-999,-999,21.9,21.7,22.1,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-02-25,11,,
WI,55,84250,5584250,Waukesha,Binge drinking,total population,3,1,-999,-999,26.4,26.2,26.6,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-02-25,11,,
WI,55,85300,5585300,West Allis,Binge drinking,total population,3,1,-999,-999,26.3,26,26.6,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-02-25,11,,
WI,55,02375,5502375,Appleton,Children in Poverty,total population,4,1,2916,17812,16.4,14.5,18.3,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,22300,5522300,Eau Claire,Children in Poverty,total population,4,1,1600,12490,12.8,10.4,15.2,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,31000,5531000,Green Bay,Children in Poverty,total population,4,1,5758,25337,22.7,20.3,25.2,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,37825,5537825,Janesville,Children in Poverty,total population,4,1,2731,14474,18.9,16.3,21.4,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,39225,5539225,Kenosha,Children in Poverty,total population,4,1,6727,24546,27.4,24.9,29.9,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,40775,5540775,La Crosse,Children in Poverty,total population,4,1,1085,7301,14.9,11.4,18.3,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,48000,5548000,Madison,Children in Poverty,total population,4,1,6446,41204,15.6,13.8,17.5,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,53000,5553000,Milwaukee,Children in Poverty,total population,4,1,59076,153819,38.4,37.4,39.4,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,60500,5560500,Oshkosh,Children in Poverty,total population,4,1,2263,11521,19.6,16.4,22.9,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,66000,5566000,Racine,Children in Poverty,total population,4,1,6088,20666,29.5,27,31.9,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,84250,5584250,Waukesha,Children in Poverty,total population,4,1,2397,15230,15.7,13,18.5,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,85300,5585300,West Allis,Children in Poverty,total population,4,1,1717,11667,14.7,12,17.4,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,02375,5502375,Appleton,Children in Poverty,asian,4,4,371,1863,19.9,14.1,25.8,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,22300,5522300,Eau Claire,Children in Poverty,asian,4,4,224,997,22.5,14.5,30.4,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,31000,5531000,Green Bay,Children in Poverty,asian,4,4,271,1270,21.3,11.3,31.3,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,37825,5537825,Janesville,Children in Poverty,asian,4,4,59,295,20,0.1,39.9,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,39225,5539225,Kenosha,Children in Poverty,asian,4,4,28,323,8.7,0,24.3,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,40775,5540775,La Crosse,Children in Poverty,asian,4,4,64,320,20,0,47.2,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,48000,5548000,Madison,Children in Poverty,asian,4,4,735,4291,17.1,13.1,21.2,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,53000,5553000,Milwaukee,Children in Poverty,asian,4,4,3349,7885,42.5,37.6,47.3,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,60500,5560500,Oshkosh,Children in Poverty,asian,4,4,98,559,17.5,4.9,30.2,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,66000,5566000,Racine,Children in Poverty,asian,4,4,0,149,0,0,32.9,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,84250,5584250,Waukesha,Children in Poverty,asian,4,4,92,606,15.2,0,31.4,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,85300,5585300,West Allis,Children in Poverty,asian,4,4,111,354,31.4,11.9,50.8,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,02375,5502375,Appleton,Children in Poverty,black,4,5,561,1029,54.5,42.1,66.9,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,22300,5522300,Eau Claire,Children in Poverty,black,4,5,34,127,26.8,0,60.1,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,31000,5531000,Green Bay,Children in Poverty,black,4,5,707,1342,52.7,42.1,63.3,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,37825,5537825,Janesville,Children in Poverty,black,4,5,224,488,45.9,22.4,69.4,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,39225,5539225,Kenosha,Children in Poverty,black,4,5,1836,3820,48.1,40.9,55.2,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,40775,5540775,La Crosse,Children in Poverty,black,4,5,197,372,53,33.8,72.1,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,48000,5548000,Madison,Children in Poverty,black,4,5,2222,4976,44.7,37,52.3,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,53000,5553000,Milwaukee,Children in Poverty,black,4,5,33855,73017,46.4,44.9,47.8,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,60500,5560500,Oshkosh,Children in Poverty,black,4,5,384,596,64.4,48.5,80.4,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,66000,5566000,Racine,Children in Poverty,black,4,5,2315,5403,42.8,36.9,48.8,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,84250,5584250,Waukesha,Children in Poverty,black,4,5,481,822,58.5,46.9,70.2,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,85300,5585300,West Allis,Children in Poverty,black,4,5,355,731,48.6,31.4,65.7,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,02375,5502375,Appleton,Children in Poverty,hispanic,4,6,402,1671,24.1,15.7,32.4,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,22300,5522300,Eau Claire,Children in Poverty,hispanic,4,6,303,544,55.7,39.1,72.3,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,31000,5531000,Green Bay,Children in Poverty,hispanic,4,6,2069,6557,31.6,26.6,36.5,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,37825,5537825,Janesville,Children in Poverty,hispanic,4,6,396,1310,30.2,19,41.5,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,39225,5539225,Kenosha,Children in Poverty,hispanic,4,6,2402,6873,34.9,30.4,39.5,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,40775,5540775,La Crosse,Children in Poverty,hispanic,4,6,56,198,28.3,6,50.6,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,48000,5548000,Madison,Children in Poverty,hispanic,4,6,1332,5554,24,18.4,29.6,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,53000,5553000,Milwaukee,Children in Poverty,hispanic,4,6,15362,41382,37.1,35.3,39,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,60500,5560500,Oshkosh,Children in Poverty,hispanic,4,6,11,546,2,0,8.2,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,66000,5566000,Racine,Children in Poverty,hispanic,4,6,2066,6781,30.5,25.7,35.3,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,84250,5584250,Waukesha,Children in Poverty,hispanic,4,6,825,3104,26.6,17.4,35.8,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,85300,5585300,West Allis,Children in Poverty,hispanic,4,6,750,2756,27.2,20,34.4,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,02375,5502375,Appleton,Children in Poverty,white,4,7,1256,12336,10.2,8.2,12.2,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,22300,5522300,Eau Claire,Children in Poverty,white,4,7,783,10174,7.7,5.6,9.8,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
WI,55,31000,5531000,Green Bay,Children in Poverty,white,4,7,1245,12807,9.7,7.6,11.9,0,-999,-999,"2018, 5 Year Estimate",city,2021-02-25,11,,
